# generated by triage — do not edit
# lemma	upos	count
Finest	ADJ	1
Fourth	ADJ	1
Great	ADJ	1
Greek	ADJ	1
IV	NUM	1
International	ADJ	1
J12746KM	NOUN	1
Jordanian	ADJ	1
Lebanese	ADJ	1
Online	ADJ	1
Palestinian	ADJ	1
Ram	NOUN	1
Renewable	ADJ	1
Shiite	ADJ	1
Supreme	ADJ	1
Syrian	ADJ	1
TV	NOUN	1
Top	ADJ	1
Upper	ADJ	1
V	NUM	1
VII	NUM	1
W	ADJ	1
Wahhabi	ADJ	1
abnormally	ADV	1
above	ADJ	1
above	ADV	1
absorbing	ADJ	1
abstain	VERB	1
accecpt	VERB	1
acceptance	NOUN	1
accessibility	NOUN	1
accommodation	NOUN	1
accompany	VERB	1
accomplice	NOUN	1
accordingly	ADV	1
account	VERB	1
accurate	ADJ	1
accuse	VERB	1
achieve	VERB	1
acquire	VERB	1
activation	NOUN	1
active	ADJ	1
address	VERB	1
administer	VERB	1
administrator	NOUN	1
advent	NOUN	1
advertise	VERB	1
advocacy	NOUN	1
affected	ADJ	1
affiliate	NOUN	1
afraid	ADJ	1
aftermath	NOUN	1
afternoon	NOUN	1
age	NOUN	1
aging	NOUN	1
ahead	ADV	1
aid	NOUN	1
aircraft	NOUN	1
airfare	NOUN	1
album	NOUN	1
alcohol	NOUN	1
alias	NOUN	1
alike	ADJ	1
allege	VERB	1
allegedly	ADV	1
allegiance	NOUN	1
ally	VERB	1
alt.animals.ethics.vegetarian	NOUN	1
altar	NOUN	1
alteration	NOUN	1
alternative	NOUN	1
amateur	NOUN	1
amazed	ADJ	1
amazingly	ADV	1
amazon	NOUN	1
amendment	NOUN	1
ample	ADJ	1
amplitude	NOUN	1
analyst	NOUN	1
angel	NOUN	1
annex	NOUN	1
annoyance	NOUN	1
annual	ADJ	1
ans	NOUN	1
anti-American	ADJ	1
anti-Muslim	ADJ	1
anti-Shiite	ADJ	1
anti-gay	ADJ	1
anti-proliferation	NOUN	1
anymore	ADV	1
anytime	ADV	1
appeal	NOUN	1
appetit	INTJ	1
apple	NOUN	1
apso	NOUN	1
aptly	ADV	1
aquarium	NOUN	1
argue	VERB	1
arm	NOUN	1
army	NOUN	1
arrogant	ADJ	1
artificial	ADJ	1
artsy	ADJ	1
artwork	NOUN	1
assertaion	NOUN	1
assessment	NOUN	1
associate	NOUN	1
assurance	NOUN	1
astrology	NOUN	1
astronaut	NOUN	1
attentive	ADJ	1
atty	NOUN	1
authentic	ADJ	1
auto	NOUN	1
avant	NOUN	1
ave	NOUN	1
avenue	NOUN	1
average	ADJ	1
avid	ADJ	1
b	NUM	1
back	ADJ	1
back	ADP	1
back	NOUN	1
back	VERB	1
backfire	VERB	1
bag	NOUN	1
ball	NOUN	1
banner	NOUN	1
baptist	ADJ	1
barber	NOUN	1
barracks	NOUN	1
basketball	NOUN	1
basking	NOUN	1
bass	ADJ	1
bathroom	NOUN	1
battery	NOUN	1
bcf	NOUN	1
beam	VERB	1
beauty	NOUN	1
bed	NOUN	1
bedding	NOUN	1
bedroom	NOUN	1
beef	NOUN	1
beginning	NOUN	1
beheading	NOUN	1
beloved	ADJ	1
below	ADP	1
besides	ADV	1
besides	SCONJ	1
beta	NOUN	1
beware	VERB	1
beyond	ADV	1
bf	NOUN	1
bike	NOUN	1
bilateral	ADJ	1
bile	NOUN	1
bill	VERB	1
bird	NOUN	1
bit	NOUN	1
bitter	ADJ	1
blank	NOUN	1
blatantly	ADV	1
blaze	NOUN	1
bliss	NOUN	1
blonde	ADJ	1
bloody	ADJ	1
bluegrass	NOUN	1
bodybuilding	NOUN	1
bog	NOUN	1
bomb	VERB	1
bon	INTJ	1
bond	NOUN	1
border	NOUN	1
botching	NOUN	1
both	ADV	1
bottom	NOUN	1
bowl	NOUN	1
box	NOUN	1
boycott	NOUN	1
boyfriend	NOUN	1
bravo	INTJ	1
bready	ADJ	1
breathe	VERB	1
breathtaking	ADJ	1
breed	NOUN	1
breeding	NOUN	1
brew	VERB	1
bridge	VERB	1
brief	ADJ	1
bronze	NOUN	1
browse	VERB	1
bullish	ADJ	1
bullshit	NOUN	1
bulwark	NOUN	1
bump	VERB	1
bumper	NOUN	1
bunch	NOUN	1
burn	VERB	1
bury	VERB	1
businessman	NOUN	1
bye	INTJ	1
c	NUM	1
cab	NOUN	1
cafe	NOUN	1
caffeine	NOUN	1
calculate	VERB	1
calculation	NOUN	1
calibration	NOUN	1
campaign	VERB	1
campaigner	NOUN	1
cancel	VERB	1
cancerous	ADJ	1
cap	NOUN	1
capability	NOUN	1
capable	ADJ	1
capitalism	NOUN	1
captive	ADJ	1
careless	ADJ	1
caretaker	NOUN	1
cargo	NOUN	1
carnival	NOUN	1
carve	VERB	1
cassette	NOUN	1
cast	VERB	1
casual	ADJ	1
catastrophe	NOUN	1
cc	VERB	1
cdwr	NOUN	1
cellist	NOUN	1
center	NOUN	1
central	ADJ	1
ceo	NOUN	1
certain	ADJ	1
ceviche	NOUN	1
cfoforum.ppt	NOUN	1
chairman	NOUN	1
chant	VERB	1
charger	NOUN	1
chase	VERB	1
chatter	NOUN	1
cheaply	ADV	1
chick	NOUN	1
chief	NOUN	1
chili	NOUN	1
chip	NOUN	1
chopstick	NOUN	1
chorus	NOUN	1
churn	NOUN	1
civilian	NOUN	1
click	VERB	1
climbing	NOUN	1
clog	VERB	1
close	ADV	1
close	VERB	1
clothes	NOUN	1
clue	NOUN	1
clueless	ADJ	1
co-founder	NOUN	1
co-ordinator	NOUN	1
coarse	NOUN	1
coat	NOUN	1
cockatoo	NOUN	1
cocker	NOUN	1
coefficient	NOUN	1
cold	NOUN	1
collaboratively	ADV	1
collateral	NOUN	1
colleague	NOUN	1
collect	VERB	1
collectable	NOUN	1
collection	NOUN	1
coloration	NOUN	1
comedy	NOUN	1
comfortably	ADV	1
commander	NOUN	1
commercialization	NOUN	1
committed	ADJ	1
communication	NOUN	1
communicative	ADJ	1
communique	NOUN	1
compelling	ADJ	1
competition	NOUN	1
complement	VERB	1
completion	NOUN	1
compliment	NOUN	1
component	NOUN	1
concentrate	VERB	1
conduct	VERB	1
confidential	ADJ	1
confidentiality	NOUN	1
confidentially	ADV	1
confirm	NOUN	1
confirm	VERB	1
confrontation	NOUN	1
connect	VERB	1
conrfirm	VERB	1
consent	VERB	1
consequently	ADV	1
conservative	NOUN	1
console	NOUN	1
conspiracy	NOUN	1
constitutionally	ADV	1
contact	VERB	1
contemplate	VERB	1
contemporary	ADJ	1
contest	NOUN	1
convenience	NOUN	1
convergence	NOUN	1
convince	VERB	1
convo	NOUN	1
cookie	NOUN	1
cooperate	VERB	1
corn	NOUN	1
correctly	ADV	1
cory	NOUN	1
costly	ADJ	1
cotton	NOUN	1
counter	NOUN	1
counter	VERB	1
counter-terrorism	ADJ	1
counter-terrorism	NOUN	1
counterparty	NOUN	1
counterproductive	ADJ	1
coup	NOUN	1
coupled	ADJ	1
courteous	ADJ	1
courtesy	NOUN	1
cousin	NOUN	1
cowardly	ADJ	1
cozy	ADJ	1
crash	VERB	1
creativity	NOUN	1
credential	NOUN	1
cruise	NOUN	1
cuddly	ADJ	1
curator	NOUN	1
cure	VERB	1
curious	ADJ	1
cut	VERB	1
cutter	NOUN	1
cv	NOUN	1
cycle	NOUN	1
czar	NOUN	1
d	NOUN	1
daily	ADV	1
dairy	NOUN	1
dance	NOUN	1
dancing	NOUN	1
dating	NOUN	1
dazzling	ADJ	1
dead	ADJ	1
deadly	ADJ	1
dealership	NOUN	1
dear	ADJ	1
deathly	ADV	1
debate	NOUN	1
decade	NOUN	1
decor	NOUN	1
decrease	VERB	1
dedicate	VERB	1
dedicated	ADJ	1
defeat	NOUN	1
deficiency	NOUN	1
defunct	ADJ	1
defy	VERB	1
delay	NOUN	1
delay	VERB	1
delightful	ADJ	1
demand	NOUN	1
demote	VERB	1
demotion	NOUN	1
dent	NOUN	1
deny	VERB	1
department	NOUN	1
dependence	NOUN	1
depressing	ADJ	1
depression	NOUN	1
derivative	NOUN	1
desk	NOUN	1
desperate	ADJ	1
despite	SCONJ	1
dessert	NOUN	1
destroy	VERB	1
destruction	NOUN	1
destructive	ADJ	1
device	NOUN	1
devoted	ADJ	1
diagnose	VERB	1
dial	NOUN	1
diamond	NOUN	1
diarrhea	NOUN	1
difficult	ADJ	1
dig	VERB	1
digital	ADJ	1
dine	VERB	1
diner	NOUN	1
dining	NOUN	1
dip	VERB	1
direct	VERB	1
directly	ADV	1
director	NOUN	1
dirt	NOUN	1
dirty	ADJ	1
disabled	ADJ	1
disappoint	VERB	1
disappointed	ADJ	1
disappointing	ADJ	1
disclaimer	NOUN	1
discount	NOUN	1
discriminating	ADJ	1
display	NOUN	1
disproportionate	ADJ	1
disregard	VERB	1
disrespecting	ADJ	1
dissent	NOUN	1
distinctly	ADV	1
division	NOUN	1
dizzy	ADJ	1
dm	NOUN	1
doctor	NOUN	1
dollar	NOUN	1
domestic	ADJ	1
domination	NOUN	1
donair	NOUN	1
donor	NOUN	1
doubt	NOUN	1
douchebag	NOUN	1
downstairs	ADV	1
draft	VERB	1
dream	NOUN	1
dress	NOUN	1
drink	VERB	1
driver	NOUN	1
drum	NOUN	1
drunk	ADJ	1
dump	NOUN	1
dupe	VERB	1
dying	ADJ	1
e'mail	NOUN	1
early	ADV	1
ebb	VERB	1
ebook	NOUN	1
eclipse	VERB	1
economics	NOUN	1
education	NOUN	1
effective	ADJ	1
efficiency	NOUN	1
efficient	ADJ	1
either	ADV	1
either	DET	1
electrical	ADJ	1
electrician	NOUN	1
element	NOUN	1
elementary	ADJ	1
elephant	NOUN	1
elevation	NOUN	1
em	INTJ	1
embassy	NOUN	1
emergency	NOUN	1
emphemeral	ADJ	1
encompass	VERB	1
encyclopedia	NOUN	1
endless	ADJ	1
endorse	VERB	1
enhancement	NOUN	1
enormous	ADJ	1
enough	ADJ	1
ensure	VERB	1
enterprise	NOUN	1
entertaining	ADJ	1
entree	NOUN	1
environs	NOUN	1
epc	NOUN	1
epic	ADJ	1
episode	NOUN	1
era	NOUN	1
esp	ADV	1
essay	NOUN	1
estimate	NOUN	1
ethnic	ADJ	1
evaluate	VERB	1
eventual	ADJ	1
everyday	NOUN	1
ex-astronaut	NOUN	1
exacerbate	VERB	1
excellence	NOUN	1
exceptional	ADJ	1
excerpt	NOUN	1
excess	ADJ	1
exchange	VERB	1
excitatory	ADJ	1
excitement	NOUN	1
executive	ADJ	1
exercise	NOUN	1
exhibit	NOUN	1
expend	VERB	1
experienced	ADJ	1
expert	NOUN	1
expired	ADJ	1
exploit	VERB	1
export	VERB	1
express	VERB	1
extended	ADJ	1
external	ADJ	1
extract	VERB	1
eyebrow	NOUN	1
fab	ADJ	1
fabulous	ADJ	1
facade	NOUN	1
far	ADJ	1
fascinating	ADJ	1
fascist	ADJ	1
fat	NOUN	1
fatally	ADV	1
fax	VERB	1
feed	VERB	1
feedback	NOUN	1
feel	NOUN	1
fender	NOUN	1
feng	NOUN	1
ff	NOUN	1
fighter	NOUN	1
figurine	NOUN	1
film	NOUN	1
finance	NOUN	1
finance	VERB	1
financier	NOUN	1
firmware	NOUN	1
fitted	ADJ	1
five	NUM	1
flair	NOUN	1
flattered	ADJ	1
flavor	NOUN	1
fledged	ADJ	1
float	VERB	1
flood	VERB	1
focus	VERB	1
focused	ADJ	1
followup	VERB	1
fond	ADJ	1
footer	NOUN	1
forecaster	NOUN	1
foreign	ADJ	1
forever	ADV	1
forex	NOUN	1
forgive	VERB	1
formula	NOUN	1
forth	ADV	1
freedom	NOUN	1
freshwater	NOUN	1
friendly	ADV	1
frown	VERB	1
fuck	VERB	1
fully	ADV	1
fume	VERB	1
function	NOUN	1
fund	NOUN	1
fundamentalist	ADJ	1
fur	NOUN	1
furry	ADJ	1
fuzzy	ADJ	1
gal	NOUN	1
garch	NOUN	1
garde	NOUN	1
gargantuan	ADJ	1
gay	NOUN	1
gaze	VERB	1
gear	NOUN	1
gemology	NOUN	1
generation	NOUN	1
genius	NOUN	1
giant	ADJ	1
gimmick	NOUN	1
goat	NOUN	1
god	NOUN	1
goliath	NOUN	1
gorilla	NOUN	1
gourami	NOUN	1
gps	NOUN	1
graduate	VERB	1
grand	ADJ	1
grant	VERB	1
grasp	VERB	1
grease	NOUN	1
greasy	ADJ	1
great	ADV	1
great	INTJ	1
greet	VERB	1
grill	NOUN	1
grill	VERB	1
grocer	NOUN	1
grocery	NOUN	1
guaranteed	ADJ	1
guerrilla	NOUN	1
guest	NOUN	1
guestbook	NOUN	1
guesthouse	NOUN	1
guitar	NOUN	1
gulf	NOUN	1
gun	VERB	1
guru	NOUN	1
gym	NOUN	1
hahaha	INTJ	1
haircut	NOUN	1
hallmark	NOUN	1
ham	NOUN	1
handcraft	VERB	1
hardly	ADV	1
hassle	NOUN	1
hateful	ADJ	1
headfone	NOUN	1
headline	NOUN	1
heavenly	ADJ	1
heavily	ADV	1
heck	INTJ	1
hedge	NOUN	1
hence	ADV	1
herder	NOUN	1
hero	NOUN	1
heterosexual	NOUN	1
hide	VERB	1
hifi	NOUN	1
high	ADV	1
highlight	NOUN	1
hindrance	NOUN	1
hit	NOUN	1
hitch	VERB	1
hobby	NOUN	1
holiday	NOUN	1
honestly	ADV	1
honey	NOUN	1
hooray	INTJ	1
horizon	NOUN	1
horse	NOUN	1
hose	NOUN	1
hose	VERB	1
hospitable	ADJ	1
host	VERB	1
hotel	NOUN	1
hpl	NOUN	1
hub	NOUN	1
hubris	NOUN	1
humanitarian	ADJ	1
humanity	NOUN	1
humid	ADJ	1
hundred	NOUN	1
hundred	NUM	1
hungry	ADJ	1
hunt	VERB	1
hurdle	NOUN	1
ideally	ADV	1
idelogical	ADJ	1
idk	VERB	1
iii	NUM	1
ill	ADV	1
image	NOUN	1
image001.jpg	NOUN	1
image_gif_part	NOUN	1
image_jpg_part	NOUN	1
imagine	VERB	1
immediately	ADV	1
imminent	ADJ	1
impact	NOUN	1
impediment	NOUN	1
imperial	ADJ	1
implication	NOUN	1
impose	VERB	1
impossible	ADJ	1
impression	NOUN	1
impressive	ADJ	1
incident	NOUN	1
incompetent	ADJ	1
incorrect	ADJ	1
increasingly	ADV	1
index	NOUN	1
indication	NOUN	1
individual	ADJ	1
indoors	ADV	1
induce	VERB	1
inflame	VERB	1
influence	VERB	1
influenza	NOUN	1
informative	ADJ	1
infrastructure	NOUN	1
ingeniously	ADV	1
inherent	ADJ	1
initiate	VERB	1
ink	NOUN	1
innocent	ADJ	1
insignia	NOUN	1
inspire	VERB	1
install	VERB	1
institution	NOUN	1
insulting	ADJ	1
insurance	NOUN	1
intend	VERB	1
interactive	ADJ	1
interest	NOUN	1
international	NOUN	1
interpretation	NOUN	1
intrinsic	ADJ	1
intrude	VERB	1
invasion	NOUN	1
inventory	NOUN	1
invest	VERB	1
involve	VERB	1
involvement	NOUN	1
iphone	NOUN	1
isda	NOUN	1
iv	NUM	1
jail	VERB	1
joint	ADJ	1
jukebox	NOUN	1
jury	NOUN	1
justification	NOUN	1
kabob	NOUN	1
key	NOUN	1
kick	VERB	1
kinda	ADV	1
kiss	NOUN	1
kit	NOUN	1
knifing	NOUN	1
krib	NOUN	1
kudos	NOUN	1
l/c	NOUN	1
lack	ADJ	1
lack	NOUN	1
lackluster	ADJ	1
lame	ADJ	1
lamp	NOUN	1
land	NOUN	1
land	VERB	1
lander	NOUN	1
landline	NOUN	1
landscaper	NOUN	1
landscaping	NOUN	1
laptop	NOUN	1
lately	ADV	1
latter	ADJ	1
launcher	NOUN	1
lawnmower	NOUN	1
lawsuit	NOUN	1
lazy	ADJ	1
leak	NOUN	1
least	ADV	1
leather	NOUN	1
lecture	VERB	1
leftist	ADJ	1
legit	ADJ	1
legitimacy	NOUN	1
legitimately	ADV	1
lender	NOUN	1
lesson	NOUN	1
level	ADJ	1
lhasa	NOUN	1
liberal	NOUN	1
liberty	NOUN	1
library	NOUN	1
lifetime	NOUN	1
light	ADJ	1
likely	ADV	1
limousine	NOUN	1
linen	NOUN	1
linguistic	ADJ	1
liquid	ADJ	1
liquid	NOUN	1
literally	ADV	1
litigation	NOUN	1
live	ADJ	1
local	NOUN	1
locally	ADV	1
locator	NOUN	1
loft	VERB	1
logician	NOUN	1
looking	ADJ	1
lovable	ADJ	1
lovely	ADJ	1
loving	ADJ	1
low	NOUN	1
loyalty	NOUN	1
ls	NOUN	1
lukewarmly	ADV	1
luster	ADJ	1
mac	NOUN	1
macaw	NOUN	1
mail	VERB	1
maintain	VERB	1
malaria	NOUN	1
mall	NOUN	1
manage	VERB	1
mani	NOUN	1
margarita	NOUN	1
marginalize	VERB	1
marketer	NOUN	1
married	ADJ	1
marvelous	ADJ	1
mass	ADJ	1
massacre	NOUN	1
mate	NOUN	1
matter	VERB	1
mean	ADJ	1
meantime	NOUN	1
mediocre	ADJ	1
medium	NOUN	1
mega	ADV	1
menu	NOUN	1
merely	ADV	1
mermaid	NOUN	1
mesmerizing	ADJ	1
mess	VERB	1
meter	NOUN	1
metro	ADJ	1
metro	NOUN	1
military	NOUN	1
militiaman	NOUN	1
mind	VERB	1
mindedness	NOUN	1
miniscule	ADJ	1
minor	ADJ	1
mips	NOUN	1
miserable	ADJ	1
mission	NOUN	1
mistake	NOUN	1
mobile	ADJ	1
mode	NOUN	1
modeling	NOUN	1
moderate	ADJ	1
moist	ADJ	1
mold	VERB	1
mood	NOUN	1
moon	NOUN	1
moose	NOUN	1
mopa	NOUN	1
mostly	ADV	1
mountain	NOUN	1
mourning	NOUN	1
mujahideen	NOUN	1
municipal	ADJ	1
murder	NOUN	1
mushy	ADJ	1
mutter	VERB	1
mystified	ADJ	1
nacho	NOUN	1
nail	NOUN	1
nap	NOUN	1
nation	NOUN	1
national	ADJ	1
nationalism	NOUN	1
near	ADJ	1
near	ADP	1
near	ADV	1
nearby	ADP	1
necessarily	ADV	1
necessary	ADJ	1
negotiate	VERB	1
neighborhood	NOUN	1
neither	ADV	1
nerd	NOUN	1
nerve	NOUN	1
net	NOUN	1
newspaper	NOUN	1
nine	NUM	1
nocturnal	ADJ	1
normal	ADJ	1
normally	ADV	1
north	NOUN	1
nose	NOUN	1
nostalgic	ADJ	1
noticeable	ADJ	1
notify	VERB	1
notionally	ADV	1
nuts	ADJ	1
o	INTJ	1
obscure	VERB	1
obsess	VERB	1
obsessed	ADJ	1
obvious	ADJ	1
oc	NOUN	1
odd	ADJ	1
officer	NOUN	1
offing	NOUN	1
oh	INTJ	1
ok	INTJ	1
okay	ADJ	1
ompany	NOUN	1
onboard	ADV	1
online	ADV	1
op	NOUN	1
opener	NOUN	1
openly	ADV	1
operating	NOUN	1
operational	ADJ	1
opt	VERB	1
orient	VERB	1
orphan	VERB	1
orthodontics	NOUN	1
oscar	NOUN	1
ostensible	ADJ	1
ought	AUX	1
out	NOUN	1
outfit	NOUN	1
outlaw	VERB	1
outside	NOUN	1
overdue	ADJ	1
overwhelming	ADJ	1
p&l	NOUN	1
pace	VERB	1
pager	NOUN	1
painless	ADJ	1
paint	VERB	1
pairing	NOUN	1
palmistry	NOUN	1
parcel	NOUN	1
parking	NOUN	1
parliamentary	ADJ	1
parrot	NOUN	1
participant	NOUN	1
password	NOUN	1
pastor	NOUN	1
patent	NOUN	1
patience	NOUN	1
patrol	NOUN	1
payment	NOUN	1
peaceful	ADJ	1
peak	NOUN	1
peat	NOUN	1
pedi	NOUN	1
pedicure	NOUN	1
peninsula	NOUN	1
personally	ADV	1
persuade	VERB	1
pet	NOUN	1
ph	NOUN	1
phase	NOUN	1
philosopher	NOUN	1
physical	ADJ	1
physician	NOUN	1
pi	NOUN	1
picnic	NOUN	1
pietist	NOUN	1
pilates	NOUN	1
pinch	VERB	1
piranha	NOUN	1
placard	NOUN	1
planet	NOUN	1
plank	NOUN	1
plate	NOUN	1
playing	NOUN	1
pleasure	NOUN	1
pledge	NOUN	1
ploy	NOUN	1
plumber	NOUN	1
plus	CCONJ	1
plz	INTJ	1
pogrom	NOUN	1
polite	ADJ	1
politics	NOUN	1
polyglot	NOUN	1
ponder	VERB	1
pool	NOUN	1
poor	ADJ	1
pop.	NOUN	1
population	NOUN	1
portion	NOUN	1
pose	VERB	1
post-op	ADJ	1
postcard	NOUN	1
poster	NOUN	1
potential	NOUN	1
praise	VERB	1
pray	VERB	1
pre-university	ADJ	1
precise	ADJ	1
predator	NOUN	1
predecessor	NOUN	1
predominate	VERB	1
preeminent	ADJ	1
preferable	ADJ	1
preferential	ADJ	1
preliminary	ADJ	1
preorder	VERB	1
preschool	NOUN	1
presence	NOUN	1
president	NOUN	1
press	NOUN	1
press	VERB	1
presume	VERB	1
pretend	VERB	1
previously	ADV	1
pricing	NOUN	1
pricy	ADJ	1
primarily	ADV	1
prime	ADJ	1
prince	NOUN	1
principle	NOUN	1
priority	NOUN	1
privacy	NOUN	1
privileged	ADJ	1
prize	NOUN	1
prma	NOUN	1
proceed	VERB	1
production	NOUN	1
profit	NOUN	1
promise	VERB	1
promptly	ADV	1
prone	ADJ	1
pronto	ADV	1
proofed	ADJ	1
properly	ADV	1
propose	VERB	1
proposition	NOUN	1
protest	NOUN	1
protest	VERB	1
pub	NOUN	1
purchase	NOUN	1
purport	VERB	1
purposely	ADV	1
pvt	NOUN	1
qe	NOUN	1
qualifier	NOUN	1
quiet	ADJ	1
quietly	ADV	1
quite	DET	1
quote	VERB	1
rac	NOUN	1
radical	NOUN	1
raid	VERB	1
rainbow	NOUN	1
rally	NOUN	1
random	ADJ	1
rarely	ADV	1
rat	NOUN	1
rate	VERB	1
rating	NOUN	1
rational	ADJ	1
raw	ADJ	1
re-boot	NOUN	1
re-homing	NOUN	1
re-start	NOUN	1
react	VERB	1
realistic	ADJ	1
rear	ADJ	1
receptionist	NOUN	1
recover	VERB	1
recurrent	ADJ	1
redistributor	NOUN	1
reduction	NOUN	1
referral	NOUN	1
refill	NOUN	1
refrain	VERB	1
refund	NOUN	1
regard	NOUN	1
regime	NOUN	1
regress	VERB	1
regularly	ADV	1
regulate	VERB	1
relate	VERB	1
relatively	ADV	1
relaxing	ADJ	1
release	NOUN	1
relief	NOUN	1
religion	NOUN	1
reluctant	ADJ	1
reminder	NOUN	1
renege	VERB	1
renew	VERB	1
renovate	VERB	1
replenish	VERB	1
reply	NOUN	1
reply	VERB	1
represent	VERB	1
representative	NOUN	1
reptile	NOUN	1
requirement	NOUN	1
reside	VERB	1
resident	NOUN	1
resist	VERB	1
resort	NOUN	1
respective	ADJ	1
response	NOUN	1
responsibility	NOUN	1
resume	NOUN	1
retake	VERB	1
reveal	VERB	1
revere	VERB	1
rich	ADJ	1
ridiculous	ADJ	1
rife	ADJ	1
ringleader	NOUN	1
ripple	NOUN	1
rival	NOUN	1
road	NOUN	1
roflmao	INTJ	1
roil	VERB	1
romantic	ADJ	1
roof	NOUN	1
rose	NOUN	1
roster	NOUN	1
rough	ADJ	1
routinely	ADV	1
rsvp	NOUN	1
rubber	NOUN	1
rubbish	NOUN	1
ruin	VERB	1
ruling	NOUN	1
rush	NOUN	1
rush	VERB	1
saag	NOUN	1
safety	NOUN	1
sail	VERB	1
salafi	ADJ	1
salary	NOUN	1
saltwater	NOUN	1
sample	ADJ	1
sandwicheering	NOUN	1
sarcasm	NOUN	1
sardine	NOUN	1
satelite	NOUN	1
satellite	NOUN	1
satisfactory	ADJ	1
satisfied	ADJ	1
satisfy	VERB	1
scada	NOUN	1
scarring	NOUN	1
scent	VERB	1
schedule	NOUN	1
scorpion	NOUN	1
scrap	NOUN	1
scream	VERB	1
screenshot	NOUN	1
screw	VERB	1
sculpture	NOUN	1
sea	NOUN	1
season	NOUN	1
seating	NOUN	1
secret	ADJ	1
secure	ADJ	1
seek	VERB	1
select	VERB	1
self	NOUN	1
seller	NOUN	1
selling	NOUN	1
sensible	ADJ	1
seriously	ADV	1
servicing	NOUN	1
setback	NOUN	1
setting	NOUN	1
settle	VERB	1
settlement	NOUN	1
shake	VERB	1
shastra	NOUN	1
sheer	ADJ	1
sheikh	NOUN	1
shelf	NOUN	1
shellac	NOUN	1
ship	NOUN	1
ship	VERB	1
shirt	NOUN	1
shitload	NOUN	1
shiver	VERB	1
shop	VERB	1
shower	NOUN	1
shui	NOUN	1
sick	ADJ	1
sidestep	VERB	1
sight	VERB	1
significant	ADJ	1
silicone	NOUN	1
silly	ADJ	1
sin	VERB	1
sink	NOUN	1
sitara	NOUN	1
six	NUM	1
sized	ADJ	1
ski	NOUN	1
slam	NOUN	1
slay	VERB	1
slayer	NOUN	1
sleep	VERB	1
slight	ADJ	1
slightly	ADV	1
slope	NOUN	1
slow	VERB	1
slowly	ADV	1
smell	VERB	1
smile	NOUN	1
smoke	NOUN	1
soaked	ADJ	1
soccer	NOUN	1
soil	NOUN	1
solve	VERB	1
someplace	ADV	1
sometimes	ADV	1
somewhat	ADV	1
song	NOUN	1
songbook	NOUN	1
sort	NOUN	1
soul	NOUN	1
spaceflight	NOUN	1
spaniel	NOUN	1
species	NOUN	1
speculative	ADJ	1
speech	NOUN	1
speed	VERB	1
spell	NOUN	1
spendy	ADJ	1
spicy	ADJ	1
splendid	ADJ	1
spoiler	NOUN	1
spot	ADJ	1
spread	VERB	1
spring	NOUN	1
spy	NOUN	1
stale	ADJ	1
stance	NOUN	1
stand	VERB	1
staple	NOUN	1
station	NOUN	1
steak	NOUN	1
steakhouse	NOUN	1
steam	VERB	1
steep	ADJ	1
stereo	NOUN	1
straight	ADJ	1
straw	NOUN	1
streaming	NOUN	1
strength	NOUN	1
strengthen	VERB	1
strike	NOUN	1
strip	NOUN	1
stuck	ADJ	1
student	NOUN	1
studio	NOUN	1
study	NOUN	1
stylist	NOUN	1
subsidiary	NOUN	1
succeed	VERB	1
successful	ADJ	1
successfully	ADV	1
suck	VERB	1
suffer	VERB	1
sugar	NOUN	1
suitable	ADJ	1
suitably	ADV	1
suite	NOUN	1
summarise	VERB	1
summarize	VERB	1
summary	NOUN	1
summit	NOUN	1
supply	NOUN	1
sure	INTJ	1
surgically	ADV	1
surprisingly	ADV	1
surveillance	NOUN	1
survive	VERB	1
sympathise	VERB	1
symptomatic	ADJ	1
synchronization	NOUN	1
tab	NOUN	1
tacky	ADJ	1
tail	NOUN	1
tailor	NOUN	1
talented	ADJ	1
talk.politics.animals	NOUN	1
tangier	NOUN	1
tasering	NOUN	1
tasty	ADJ	1
teacher	NOUN	1
teaching	NOUN	1
technically	ADV	1
technique	NOUN	1
technology	NOUN	1
teenager	NOUN	1
temp	NOUN	1
temperature	NOUN	1
tempt	VERB	1
temptation	NOUN	1
tend	VERB	1
tense	ADJ	1
tension	NOUN	1
terminal	NOUN	1
thali	NOUN	1
them	DET	1
therapy	NOUN	1
thereafter	ADV	1
thick	ADV	1
thirteen	NUM	1
thoroughly	ADV	1
threaten	VERB	1
throughout	ADP	1
thwart	VERB	1
thx	NOUN	1
tight	ADJ	1
timely	ADJ	1
timid	ADJ	1
timing	NOUN	1
tip	ADJ	1
top	VERB	1
toss	NOUN	1
total	ADJ	1
total	NOUN	1
tour	NOUN	1
tourism	NOUN	1
tow	VERB	1
towards	SCONJ	1
train	NOUN	1
transform	VERB	1
treasure	NOUN	1
treat	VERB	1
treaty	NOUN	1
tremendous	ADJ	1
trial	NOUN	1
tricky	ADJ	1
trivia	NOUN	1
troubling	ADJ	1
truly	ADV	1
try	NOUN	1
tumble	VERB	1
tummy	NOUN	1
tumor	NOUN	1
turnaround	NOUN	1
typically	ADV	1
ubiquity	NOUN	1
ubs	NOUN	1
ultimately	ADV	1
umm	INTJ	1
uncensored	ADJ	1
unchanged	ADJ	1
unconfirmed	ADJ	1
undercook	VERB	1
undergo	VERB	1
underscore	VERB	1
unhappy	ADJ	1
unprofessional	ADJ	1
untrustworthy	ADJ	1
uplifting	ADJ	1
